SMILES,logBB
COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(OCCCF)c(OC)c2)ccc1O,-0.744727495
COc1cc(/C=C/c2ccc(OCCCF)cc2)cc(OC)c1,0.419955748
COc1cc(Br)cc(C(=O)NC2CCN(Cc3ccc(F)cc3)CC2)c1OC,0.903089987
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCC(C3CCN(CCF)CC3)CC2)c(C)c1,-0.318758763
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(CCF)CC3)CC2)c(C)c1,-0.187086643
COc1cc(CCN2CCN(CCCc3ccc(F)cc3)CC2)ccc1OCCF,1.029789471
COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCCF,0.399673721
COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCF,1.189770956
COc1cc(COc2ccc(-c3c(-c4ccncc4)cnn3C)cc2)nc2ccccc12,-0.602059991
COc1cc(COc2ccc(-c3nn(C)cc3-c3ccncc3)cc2)nc2ccccc12,-0.356547324
COc1cc(I)cc(C(=O)NC[C@H]2CCCN2Cc2ccc(F)cc2)c1OC,-0.853871964
COc1cc(NCCCF)cc(OC)c1NC(=O)c1ccc(Cc2cc3c(cc2C)CCCC3(C)C)o1,-0.244125144
COc1cc(NCCCF)cc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,-0.173925197
COc1cc(OCCF)cc(OC)c1NC(=O)c1ccc(Cc2cc3c(cc2C)CCCC3(C)C)o1,-0.065501549
COc1cc(OCCF)cc(OC)c1NC(=O)c1ccc(Oc2cc3c(cc2C)CCC3(C)C)o1,-0.259637311
COc1cc2c(cc1OC(C)(C)C(C)(C)C(C)(C)F)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,0.969881644
COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)CC(C(C)CF)O4,1.008600172
COc1cc2c(cc1OC)[C@@H]1Cc3ccc4c(c3O[C@@H]1CO2)C[C@H](C(C)CF)O4,0.352182518
COc1cc2c(cc1OC)CN(CCCCCCNC(=O)c1cc(C)ccc1OCCF)CC2,-0.920818754
COc1cc2c(cc1OC)CN(CCCCNC(=O)c1cc(Br)ccc1OCCF)CC2,-0.721246399
COc1cc2c(cc1OC)CN(CCCCNC(=O)c1cc(C)ccc1OCCF)CC2,-0.494850022
COc1cc2c(cc1OC)CN(CCCCNC(=O)c1cc(I)cc(OC)c1OCCF)CC2,-0.657577319
COc1cc2c(cc1OC)CN(CCCCNC(=O)c1cc(I)ccc1OCCF)CC2,-0.958607315
COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@]3(CO3)C[C@H]21,0.505149978
COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@]21C,0.367355921
COc1cc2c(cc1OCCCF)CCN1C[C@@H](CC(C)C)[C@H](O)C[C@H]21,0.401400541
COc1cc2c(cc1OCCCF)CCN1CC(CC(C)C)C(O)CC21,-0.055517328
COc1cc2c(cc1OCCF)CCN1CC(CC(C)C)C(O)CC21,-0.065501549
COc1cc2c(N3CC[C@@H](Oc4cnc5ccccc5n4)C3)ncnc2cc1OCCF,-0.37675071
COc1cc2ccccc2nc1COc1ccc(-c2nn(C)cc2-c2ccncc2)cc1,-0.387216143
COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,-0.744727495
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCF,-0.769551079
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC,-0.958607315
COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OCCF)c(OC)c2)cc1OC,-0.318758763
COc1ccc(/C=C/C(=O)/C=C/c2cccc(I)c2)cc1,-0.795880017
COc1ccc(C(=O)C2CCN([C@H]3Cc4ccccc4C[C@@H]3O)CC2)cc1,-0.008773924
COc1ccc(C(=O)C2CCN([C@H]3Cc4ccccc4C[C@@H]3O)CC2)cn1,0.004321374
COc1ccc(C(=O)N(C)c2nc(-c3cc(NC(C)C)ncn3)cs2)cc1,0.460897843
COc1ccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,-2.383216752
COc1ccc(C)cc1NC(=O)OC1CC2CCCC(C1)N2Cc1ccc(CCF)cc1,0.222716471
COc1ccc(-c2cc(C(N)=O)ncc2OCc2ccn(C)n2)c(F)c1,-0.142667504
COc1ccc(-c2cc(C(N)=O)ncc2OCc2ccnc(C)c2)c(F)c1,-0.236572006
COc1ccc(-c2ccc3oc(=O)n(CC(=O)N(C)c4ccccc4)c3c2)cc1,0.089905111
COc1ccc(-c2nc3ccc(OCCF)cc3s2)cc1OC,-0.113509275
COc1ccc(CC([NH3+])[B-](F)(F)F)cc1,-1.0
COc1ccc(CC(N)C(=O)O)cc1CCCF,-0.102372909
COc1ccc(CC(N)C(=O)O)cc1CCF,0.193124598
COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,1.31827208
COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,0.396199347
COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,0.426511261
COc1ccc(Nc2nc(Nc3cc(OC)c(OCCF)c(OC)c3)ncc2Br)cc1,0.283301229
COc1ccc(Nc2nc(Nc3cc(OC)c(OCCOCCF)c(OC)c3)ncc2Br)cc1,0.220108088
COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,0.586587305
COc1ccc(Oc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)cc1,-0.200659451
COc1ccc(OCF)c(CN(C(C)=O)c2cc(F)ccc2OC2=CCCCC2)c1,0.624282096
COc1ccc(OCF)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,0.873901598
COc1ccc(S(N)(=O)=O)cc1,-1.522878745
COc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1,-0.180456064
COc1ccc2nc(-c3ccc(F)cc3)sc2c1,-0.48148606
COc1ccc2nc(COc3ccc(-c4nn(C)cc4-c4ccncc4)cc3)ccc2c1,-0.455931956
COc1cccc(C(=O)NC2CC3CCCC(C2)N3Cc2ccc(F)cc2)c1OC,0.718501689
COc1cccc(C(=O)NC2CCN(Cc3ccc(F)cc3)CC2)c1OC,0.922725458
COc1cccc(Oc2cc([N+](=O)[O-])ccc2NS(C)(=O)=O)c1,0.037426498
COc1cccc2ccc(/C=N/N=C/c3ccc4cccc(OCCF)c4n3)nc12,-0.698970004
COc1ccccc1CCCCCCC(=O)c1ncc(-c2ccccn2)o1,0.46686762
COc1ccccc1CNC(=N)c1ccc2ccccc2c1,-0.13667714
COc1ccccc1CNC(=N)c1cnc2ccccc2c1,-0.102372909
COc1ccccc1Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,-0.443697499
COc1ncccc1-c1cccc2c(N)c3c(nc12)CN(C1CCC1)C3=O,0.326335861
COCC(COC)n1cc(Cl)nc(Nc2c(Cl)cc(OCF)cc2Cl)c1=O,-0.48148606
COCc1ccc2c(c1)C[C@@H](CCCF)[C@@H]1[C@@H]2CC[C@]2(C)C(COC)CC[C@@H]12,-0.22184875
COCCOc1ccc2c(c1)ncn2-c1ccc2c(I)ccc(N3CCNCC3)c2n1,-0.327902142
COCOCC1CCCCC1(c1ccc(CCF)s1)N1CCCCC1,0.08278537
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,0.444044796
CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(OC/C=C/I)c2)CC1,-1.22184875
CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(OC/C=C\I)c2)CC1,-1.15490196
CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(OCCF)c2)CC1,-0.301029996
CSC(=N)N,-0.27572413
CSC[C@@H](N)C(=O)O,-0.036212173
CSC[C@H](N)C(=O)O,-0.346787486
CSc1ccc(C(=O)C2CCN([C@@H]3Cc4ccccc4C[C@H]3O)CC2)cc1,0.176091259
CSCC[C@@H]([NH3+])[B-](F)(F)F,-0.823908741
FC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],-0.207608311
Fc1cc(N2CCNCC2)cc(C(F)(F)F)c1,0.729974286
Fc1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-0.301029996
Fc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.176091259
Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,-0.356547324
Fc1ccc(-c2nnc(N3CCN4CCC3CC4)o2)cc1,0.243038049
Fc1ccc(COCCCc2c[nH]cn2)cc1,0.198657087
Fc1ccccc1-c1cnc2c(c1)CC1(CN3CCC1CC3)O2,0.204119983
Fc1ncnc2c1ncn2Cc1ccccc1,1.017867719
FCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,1.043755127
FCCc1ccc(C2(N3CCCCC3)CCCCC2)s1,0.021189299
FCCC1CCN(c2ccn3c(n2)nc2ccccc23)CC1,-0.173925197
FCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,1.151982395
FCCCc1cncc(OC[C@H]2CCCN2)c1,0.222716471
FCCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,0.651278014
FCCCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,0.376576957
FCCn1cc(-c2ccncc2)c(-c2ccc(OCC3=NC4C=CC=CC4C=C3)cc2)n1,-1.15490196
FCCn1ccc2ccc(-c3nnc(N4CCN5CCC4CC5)o3)cc21,-0.585026652
FCCOc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1,1.056142262
FCCOc1ccc(CN2CCC3(CCCO3)CC2)cc1,0.344392274
FCCOc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,0.673020907
FCCOc1ccc(CN2CCN(CCCc3ccccc3)CC2)cc1,1.172018809
FCCOc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,-0.055517328
FCCOc1ccccc1OC(c1ccccc1)C1CNCCO1,-0.356547324
FCCOCCOCCOc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1,0.139879086
FCCOCCOCCOc1ccc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,-0.337242168
Ic1ccc2nc(-c3ccc(-c4cc[nH]n4)cc3)cn2c1,-0.602059991
N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1ccnc2ccc(OCCCN3CCN(Cc4cn([C@@H]5OC(CF)[C@@H](O)[C@H](O)C5O)nn4)CC3)cc12,-1.301029996
N#C[C@H](c1ccc(O)cc1)[C@@H](CCF)c1ccc(O)cc1,0.08278537
N#CC1(c2ccccc2)CCN(Cc2ccc(OCCF)cc2)CC1,0.31386722
N#Cc1ccc(N(Cc2ccc(I)cc2)c2cncnc2)cc1,-0.721246399
N#Cc1ccc(N(Cc2ccc(I)cc2)n2ccnc2)cc1,-0.236572006
N#Cc1ccc(N(Cc2ccc(I)cc2)n2cnnc2)cc1,-0.22184875
N#Cc1ccc(OCC2CCN(CCCF)CC2)cc1,1.679881942
N#Cc1ccc(OCC2CCN(CCF)CC2)cc1,1.188365926
N#CCCn1nc(-c2ccc(OCc3ccccc3F)cc2)oc1=O,0.541579244
N[C@@](CF)(Cc1ccccc1)C(=O)O,-0.568636236
N[C@@H](C[C@@H](F)C(=O)O)C(=O)O,-0.537602002
N[C@@H](CC(CCCF)C(=O)O)C(=O)O,-0.48148606
N[C@@H](CC[C@@H](F)CCC(=O)O)C(=O)O,-0.721246399
N[C@@H](CC[C@H](F)CCC(=O)O)C(=O)O,-0.657577319
N[C@@H](Cc1c(F)cc(O)c(O)c1F)C(=O)O,-0.060480747
N[C@@H](Cc1ccc(CCF)cc1)C(=O)O,-0.096910013
N[C@@H](Cc1ccc(OCCF)cc1)C(=O)O,-0.060480747
N[C@@H](Cc1cn(CCF)nn1)C(=O)O,-0.657577319
N[C@@H](CCC(=O)Nc1ccc(-c2ccc(F)cc2)cc1)C(=O)O,-1.045757491
N[C@@H](CCC(=O)Nc1ccc(F)cc1)C(=O)O,-0.27572413
N[C@@H](CCCCCF)C(=O)O,0.056904851
N[C@](CF)(Cc1ccccc1)C(=O)O,-0.494850022
N[C@]1(C(=O)O)C[C@@H](CF)C1,-0.119186408
N[C@]1(C(=O)O)C[C@@H](F)C1,-0.045757491
N[C@]1(C(=O)O)C[C@H](CF)C1,-0.161150909
N[C@]1(C(=O)O)C[C@H](F)C1,-0.200659451
N[C@H](Cc1cn(CCF)nn1)C(=O)O,-0.853871964
N[C@H](CCF)C(=O)O,-0.187086643
N=C(N)NC[C@@H](CCCF)C[C@H](N)C(=O)O,-0.387216143
N=C(N)NCc1cccc(F)c1,-0.48148606
N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2cn([C@@H]3OC(CF)[C@@H](O)[C@H](O)C3O)nn2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-0.107905397
N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2cn([C@@H]3OC(CO)[C@@H](OC4OC(CF)[C@@H](O)C(O)[C@@H]4O)[C@H](O)C3O)nn2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-0.283996656
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2ccc(O)c(Br)c2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-0.721246399
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2ccc(O)c(I)c2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-0.657577319
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)c2cccc(Br)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-0.096910013
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)c2cccc(I)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-0.721246399
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)c2cccc(Br)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-0.769551079
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)c2cccc(I)c2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,-1.0
NC(=O)[C@H](F)C[C@H](N)C(=O)O,-0.397940009
NC(C(=O)O)/C(=C/F)c1ccc(F)c(O)c1,-0.214670165
NC(Cc1ccc(CCF)cc1)C(=O)O,-0.096910013
NC(Cc1ccc(O)c(CCCF)c1)C(=O)O,-0.259637311
NC(Cc1ccc(O)c(CCF)c1)C(=O)O,-0.173925197
NC(Cc1ccc(OCCCF)cc1)C(=O)[O-],-0.283996656
NC(Cc1ccc(OCCCF)cc1)C(=O)O,-0.283996656
NC(Cc1ccc(OCCF)cc1)C(=O)[O-],-0.142667504
NC(Cc1ccc(OCCF)cc1)C(=O)O,-0.431798276
NC(Cc1ccccc1CF)C(=O)O,-0.070581074
NC1(C(=O)O)CCCC1F,-0.318758763
NC1=NC(=O)N([C@H]2C[C@@H](O)[C@@H](CO)O2)CC=C1I,-1.301029996
Nc1ccc(/C=C/c2nc3ccc(I)cc3[nH]2)cc1,-1.0
Nc1ccc2nc(-c3ccc(F)cc3)sc2c1,0.285557309
NC1N=C(F)c2ncn(CCC(CO)CO)c2N1,-0.657577319
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.886056648
Nc1nc(F)nc2c1ncn2[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O,0.008600172
Nc1nc2c(ncn2CCC(CO)CF)c(=O)[nH]1,-1.045757491
Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)NC(Cc4cn(C5OC(CO)C(O)C(O)C5F)nn4)C(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,0.127104798
NNC(=O)c1ccnc(F)c1,-0.236572006
NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(OCCF)cc2)cc1,-2.0
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,-2.0
NS(=O)(=O)c1ccc(OCCF)cc1,-2.0
O.O=C1C(=O)N(CC2=NC(CCF)N=N2)c2ccc(S(=O)N3CCC[C@H]3COc3cccnc3)cc21,-1.096910013
O[C@@H](CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,-0.119186408
O[C@@H]1C[C@H]2CCCC[C@@H]2C[C@H]1N1CCC(c2ccccc2I)CC1,1.091666958
O[C@@H]1CCN(Cc2ccc(F)cc2)C[C@H]1N1CCC2(C=Cc3ccccc32)CC1,0.583198774
O[C@H](CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,-0.173925197
O[C@H](CNCCF)COc1cccc2[nH]c3ccccc3c12,0.130333768
O[C@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1N1CCC(c2ccccc2I)CC1,0.802773725
O=[N+]([O-])c1nc(Br)cn1CCCBr,-0.13667714
O=[N+]([O-])c1nccn1[C@H]1O[C@H](CF)C(O)[C@@H]1O,-0.173925197
O=[N+]([O-])c1nccn1CC(O)C(O)CF,-0.214670165
O=[N+]([O-])c1nccn1CC(O)CF,-0.008773924
O=[N+]([O-])c1nccn1CCCCCCCCF,-0.173925197
O=[N+]([O-])c1nccn1CCCF,-0.244125144
O=[N+]([O-])c1nccn1CCF,-0.017728767
O=C([O-])CF,-0.161150909
O=C(c1ccc(F)cc1)C1CCN([C@H]2CCN(Cc3ccc(F)cc3)C[C@@H]2O)CC1,1.644241586
O=C(c1ccc(F)cc1)C1CCN(C2Cc3ccccc3C[C@H]2O)CC1,0.344392274
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,0.068185862
O=C(c1ccc(F)cc1)N(CCN1CCN(c2ccccc2O)CC1)c1ccccn1,0.567026366
O=C(c1ccc(SCCF)cc1)C1CCN([C@@H]2Cc3ccccc3C[C@H]2O)CC1,0.352182518
O=C(C1CCCCC1)N(CCN1CCN(c2ccccc2OCCCF)CC1)c1ccccn1,0.158362492
O=C(Cc1cccc(Br)c1)NC1CCN(Cc2ccc(F)cc2)CC1,1.404320467
O=C(Cc1ccccc1F)NC1CCN(Cc2ccc(F)cc2)CC1,1.452246575
O=C(Cc1ccccc1F)NC1CCN(Cc2ccccc2)CC1,1.351409752
O=C(CCc1ccccc1)N1CCN(Cc2ccc(OCCF)cc2)CC1,0.093421685
O=C(CCCCc1ccccc1)N1CCN(Cc2ccc(OCCF)cc2)CC1,0.079181246
O=C(CCCCCCC(=O)Nc1ccc(CCF)cc1)NO,-0.327902142
O=C(CF)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,-1.22184875
O=C(CF)NC1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,-0.721246399
O=C(CF)NC1C(O)OC(CO)C(O)C1O,-0.522878745
O=C(Nc1ccc(CCF)cc1)c1cc([N+](=O)[O-])ccc1Cl,0.591064607
O=C(Nc1ccc(N2CCN(CCF)CC2)cc1)N[C@H]1C[C@H](C(=O)O)Nc2cc(Cl)cc(Cl)c21,-0.420216403
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,1.620031895
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(OCCF)cn3)c2)CC1,1.006037955
O=C(NC1CCN(Cc2ccc(F)cc2)CC1)c1ccc(I)cc1,1.756560043
O=C(NC1CCN(Cc2ccccc2)CC1)c1cccc(F)c1,0.340444115
O=C(NC1CCN(Cc2ccccc2)CC1)c1ccccc1F,1.307923704
O=C(NCc1cccc(C(F)(F)F)c1Cl)[C@@H]1CCC(=O)N1CCF,-0.236572006
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(F)nc1,1.344588743
O=C(NCCCCN1CCN(c2ccccc2Cl)CC1)c1ccc(-c2cccc(F)n2)cc1,0.551449998
O=C(NCCN1CCN(c2cccc(CC(F)(F)F)n2)CC1)c1ccc(CF)cc1,-0.075720714
O=C(NO)c1ccc(Cn2c3c(c4ccccc42)CCN(CCF)C3)cc1,-0.408935393
O=C(O)[C@@H]1C[C@@H](F)CN1,-0.721246399
O=C(O)[C@@H]1C[C@H](F)CN1,-1.0
O=C(O)C[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCc1cn(C2OC(CF)C(O)C(O)C2CO)nn1)C(=O)O)C(=O)O,-0.657577319
O=C(O)C[C@H](NC(=O)N[C@@H](CCCCNC(=O)CCc1cn(C2OC(CO)C(O)C(O)C2F)nn1)C(=O)O)C(=O)O,-0.455931956
O=C(O)c1cc(I)cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)c1,-0.468521083
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)c1ccc(CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)c2ccc(F)nc2)cc1)C(=O)O)C(=O)O,-0.886056648
O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCF,0.206825876
O=C(O)CCCCCCCCCCCCCCc1ccc(OCCF)cc1,-0.744727495
O=C(O)CCCCCCCCCCCCCCCCF,-0.148741651
O=C(O)CCCCCCCCCCCCCCCF,-0.148741651
O=C(O)CCCCCCCF,-0.045757491
O=C(O)CNC(=O)c1ccc(F)nc1,-0.397940009
O=C(O)COCCCCCCCCCCCCF,-0.744727495
O=C(O[C@@H]1CN2CCC1CC2)[C@@](O)(CCCCCF)c1ccccc1,0.431363764
O=C(O[C@@H]1CN2CCC1CC2)[C@](O)(CCCCCF)c1ccccc1,0.86569606
O=C(O[C@H]1CCCN(CCF)C1)C(O)(c1ccccc1)c1ccccc1,-0.113509275
O=C(O[C@H]1CN2CCC1CC2)[C@@](O)(CCCCCF)c1ccccc1,0.86569606
O=C(O[C@H]1CN2CCC1CC2)[C@](O)(CCCCCF)c1ccccc1,0.431363764
O=C(OC[C@H]1O[C@@H](n2cc(Br)c(=O)[nH]c2=O)[C@H](F)C1OC(=O)c1ccccc1)c1ccccc1,-0.619788758
O=C(Oc1ccc(I)cc1)N1CCN2CCC1CC2,0.136720567
O=C(OC1CCN(CCF)CC1)C(O)(c1ccccc1)c1ccccc1,0.008600172
O=C[C@H](O)[C@@H](F)[C@H](O)[C@H](O)CO,-0.113509275
O=C1/C(=C/c2ccc(OCCF)cc2)Oc2ccc(I)cc21,-0.173925197
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)C(O)[C@H]2F)cc1Br,-0.602059991
O=c1[nH]c(=O)n(C2O[C@H](CO)C(O)[C@H]2O)cc1F,-0.494850022
O=c1[nH]cc(F)c(=O)[nH]1,-0.443697499
O=C1C(=O)C(Cc2ccc(OCCF)cc2)c2ccc(S(=O)(=O)N3CC[C@H]3COc3ccccc3)cc21,-0.356547324
O=C1C(=O)N(Cc2ccc(OCCF)cc2)c2ccc(S(=O)(=O)N3CC[C@H]3COc3ccccc3)cc21,-0.522878745
O=C1C(=O)N(Cc2ccc(OCCOCCOCCF)cc2)c2ccc(S(=O)N3CCC[C@H]3COc3ccccc3)cc21,-0.26760624
O=C1c2cc(N3CCN4CCC3CC4)ccc2-c2cccc(F)c21,0.904715545
O=c1cc(COc2cccc(OCCF)c2)[nH]c2nc(-c3ccccc3)nn12,-1.698970004
O=c1ccc2ccc(OCCF)cc2o1,-0.244125144
O=C1NC(=O)N([C@H]2C[C@@H](O)[C@@H](CO)O2)CC=C1I,-1.045757491
O=C1NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CC1C#Cc1ccc(-c2ccc(OCCF)cc2)cc1,-1.22184875
OC[C@@H]1O[C@@H](O)[C@H](F)[C@H](O)[C@@H]1O,0.992553518
OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,0.980457892
OC[C@H]1OC(O)[C@@H](F)[C@@H](O)[C@H]1O,0.11058971
OC[C@H]1OC(O)[C@H](F)[C@@H](O)[C@H]1O,0.460897843
OC1C[C@@H]2CCCC[C@H]2CC1N1CCC(c2ccccc2Br)CC1,1.094121596
Oc1cc(O)cc(/C=C/c2ccc(F)cc2)c1,-0.48148606
Oc1ccc2nc(-c3ccc(F)cc3)sc2c1,-0.292429824
OC1CCN(CCF)CC1,-0.065501549
OC1COC(O)(CF)C(O)C1O,-0.585026652
OCC(CF)COc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,0.021189299
OCC(CF)Oc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,-0.283996656
OCC1C(O)C(O)C2(F)C(O)OC12F,0.440909082
OCC1CC(O)C(F)C(O)C1O,1.282848603
OCC1CCCCC1(c1ccc(CCF)s1)N1CCCCC1,0.206825876
OCc1cn(Cc2ccc(-c3noc(-c4ccc(OCCF)c(C(F)(F)F)c4)n3)cc2)nn1,0.294466226
OCC1OC(O)C(F)C(O)C1O,0.397940009
OCC1OC(O)C(NCOCF)C(O)C1O,-0.522878745
OCCCF,0.178976947
OCCF,0.029383778
OCCOCc1ccc(-c2noc(-c3ccc(OCCF)c(C(F)(F)F)c3)n2)cc1,0.149219113
