SMILES,Predictions,Original Values
CN1CCN(c2cc(/C=C/c3ccc(N(C)C)cc3)[n+](C)c3ccccc23)CC1,2.0514026213588243,4.303
CN1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3cccc(F)n3)CC2)C1,1.4128664693170396,0.196971153846154
CN(C(=O)C1CCN(c2cncnc2-c2ccc(F)cc2)CC1)C1CC1,1.9654843272707376,0.691065925258386
N#Cc1ccc(-c2c3n(c4cccnc24)CCN(C2CC2)C3=O)cc1F,1.82672787512848,0.991608953231029
Cc1ccc2c(=O)n(-c3ccc(F)cc3)c(CCN3C(=O)c4cccc(OC(C)C)c4C3=O)nc2c1,1.4128664693170396,0.3062
Cc1ccc2nc(-c3ccnc(F)c3)n(-c3cc(Cl)c4[nH]ncc4c3)c2n1,1.207057196748206,0.0763843133903134
